Country,Year,Month,Visitors
 Australia,2019, september,60498
 Australia,2019, October,51563
 Australia,2019, november,48327
 Australia,2019, december,72653
 new zealand,2019, January,7920
 new zealand,2019, February,5068
 new zealand,2019, March,5393
 new zealand,2019, April,9010
 new zealand,2019, May,6222
 new zealand,2019, June,5541
 new zealand,2019, July,6241
 new zealand,2019, August,5149
 new zealand,2019, september,11331
 new zealand,2019, October,15683
 new zealand,2019, november,7003
 new zealand,2019, december,9554
 South Korea,2020, January,316812
 South Korea,2020, February,143896
 South Korea,2020, March,16669
 South Korea,2020, April,299
 South Korea,2020, May,18
 South Korea,2020, June,122
 South Korea,2020, July,294
 South Korea,2020, August,749
 South Korea,2020, september,1426
 South Korea,2020, October,2021
 South Korea,2020, november,2825
 South Korea,2020, december,2808
 China,2020, January,924790
 China,2020, February,87220
 China,2020, March,10365
 China,2020, April,163
 China,2020, May,25
 China,2020, June,334
 China,2020, July,785
 China,2020, August,1606
 China,2020, september,2954
 China,2020, October,4502
 China,2020, november,18147
 China,2020, december,18365
 Taiwan,2020, January,461239
 Taiwan,2020, February,220420
 Taiwan,2020, March,7700
 Taiwan,2020, April,337
 Taiwan,2020, May,8
 Taiwan,2020, June,45
 Taiwan,2020, July,102
 Taiwan,2020, August,448
 Taiwan,2020, september,767
 Taiwan,2020, October,1258
 Taiwan,2020, november,1177
 Taiwan,2020, december,975
 Hong Kong,2020, January,219358
 Hong Kong,2020, February,115613
 Hong Kong,2020, March,9917
 Hong Kong,2020, April,14
 Hong Kong,2020, May,1
 Hong Kong,2020, June,7
 Hong Kong,2020, July,19
 Hong Kong,2020, August,41
 Hong Kong,2020, september,89
 Hong Kong,2020, October,221
 Hong Kong,2020, november,453
 Hong Kong,2020, december,287
 Thailand,2020, January,112534
 Thailand,2020, February,97957
 Thailand,2020, March,4805
 Thailand,2020, April,25
 Thailand,2020, May,9
 Thailand,2020, June,12
 Thailand,2020, July,17
 Thailand,2020, August,350
 Thailand,2020, september,1038
 Thailand,2020, October,1365
 Thailand,2020, november,1035
 Thailand,2020, december,683
 Singapore,2020, January,30180
 Singapore,2020, February,19551
 Singapore,2020, March,5050
 Singapore,2020, April,1
 Singapore,2020, May,0
 Singapore,2020, June,5
 Singapore,2020, July,13
 Singapore,2020, August,21
 Singapore,2020, september,30
 Singapore,2020, October,140
 Singapore,2020, november,161
 Singapore,2020, december,121
Malaysia,2020, January,44829
Malaysia,2020, February,26589
Malaysia,2020, March,3287
Malaysia,2020, April,20
Malaysia,2020, May,4
Malaysia,2020, June,13
Malaysia,2020, July,6
Malaysia,2020, August,223
Malaysia,2020, september,242
Malaysia,2020, October,630
Malaysia,2020, november,430
Malaysia,2020, december,300
 Indonesia,2020, January,37540
 Indonesia,2020, February,24691
 Indonesia,2020, March,7370
 Indonesia,2020, April,96
 Indonesia,2020, May,5
 Indonesia,2020, June,18
 Indonesia,2020, July,54
 Indonesia,2020, August,230
 Indonesia,2020, september,299
 Indonesia,2020, October,675
 Indonesia,2020, november,3424
 Indonesia,2020, december,3322
 Philippines,2020, January,53588
 Philippines,2020, February,39728
 Philippines,2020, March,10930
 Philippines,2020, April,47
 Philippines,2020, May,6
 Philippines,2020, June,48
 Philippines,2020, July,51
 Philippines,2020, August,132
 Philippines,2020, september,134
 Philippines,2020, October,423
 Philippines,2020, november,1704
 Philippines,2020, december,2319
 Vietnam,2020, January,50424
 Vietnam,2020, February,39905
 Vietnam,2020, March,20842
 Vietnam,2020, April,206
 Vietnam,2020, May,2
 Vietnam,2020, June,122
 Vietnam,2020, July,633
 Vietnam,2020, August,1122
 Vietnam,2020, september,2698
 Vietnam,2020, October,6162
 Vietnam,2020, november,14730
 Vietnam,2020, december,15713
 India,2020, January,13884
 India,2020, February,6582
 India,2020, March,1948
 India,2020, April,26
 India,2020, May,29
 India,2020, June,69
 India,2020, July,346
 India,2020, August,278
 India,2020, september,389
 India,2020, October,714
 India,2020, november,1038
 India,2020, december,1628
 Israel,2020, January,1295
 Israel,2020, February,725
 Israel,2020, March,207
 Israel,2020, April,0
 Israel,2020, May,0
 Israel,2020, June,1
 Israel,2020, July,0
 Israel,2020, August,8
 Israel,2020, september,7
 Israel,2020, October,24
 Israel,2020, november,20
 Israel,2020, december,28
 Türkiye,2020, January,1373
 Türkiye,2020, February,824
 Türkiye,2020, March,394
 Türkiye,2020, April,4
 Türkiye,2020, May,0
 Türkiye,2020, June,3
 Türkiye,2020, July,13
 Türkiye,2020, August,34
 Türkiye,2020, september,44
 Türkiye,2020, October,90
 Türkiye,2020, november,59
 Türkiye,2020, december,48
 Macau,2020, January,9943
 Macau,2020, February,2088
 Macau,2020, March,155
 Macau,2020, April,0
 Macau,2020, May,0
 Macau,2020, June,1
 Macau,2020, July,2
 Macau,2020, August,0
 Macau,2020, september,13
 Macau,2020, October,2
 Macau,2020, november,15
 Macau,2020, december,15
 Mongolia,2020, January,3014
 Mongolia,2020, February,1764
 Mongolia,2020, March,190
 Mongolia,2020, April,366
 Mongolia,2020, May,0
 Mongolia,2020, June,48
 Mongolia,2020, July,25
 Mongolia,2020, August,62
 Mongolia,2020, september,27
 Mongolia,2020, October,455
 Mongolia,2020, november,617
 Mongolia,2020, december,550
 uk,2020, January,24320
 uk,2020, February,18645
 uk,2020, March,6778
 uk,2020, April,29
 uk,2020, May,6
 uk,2020, June,30
 uk,2020, July,55
 uk,2020, August,150
 uk,2020, september,101
 uk,2020, October,253
 uk,2020, november,304
 uk,2020, december,353
 France,2020, January,16481
 France,2020, February,17123
 France,2020, March,7665
 France,2020, April,12
 France,2020, May,16
 France,2020, June,16
 France,2020, July,76
 France,2020, August,226
 France,2020, september,116
 France,2020, October,449
 France,2020, november,473
 France,2020, december,449
 Germany,2020, January,11189
 Germany,2020, February,10937
 Germany,2020, March,6472
 Germany,2020, April,9
 Germany,2020, May,4
 Germany,2020, June,14
 Germany,2020, July,47
 Germany,2020, August,112
 Germany,2020, september,93
 Germany,2020, October,269
 Germany,2020, november,343
 Germany,2020, december,296
 Italy,2020, January,6921
 Italy,2020, February,4718
 Italy,2020, March,1488
 Italy,2020, April,5
 Italy,2020, May,3
 Italy,2020, June,8
 Italy,2020, July,12
 Italy,2020, August,51
 Italy,2020, september,68
 Italy,2020, October,133
 Italy,2020, november,131
 Italy,2020, december,153
 Russia,2020, January,8399
 Russia,2020, February,6702
 Russia,2020, March,5639
 Russia,2020, April,17
 Russia,2020, May,6
 Russia,2020, June,0
 Russia,2020, July,10
 Russia,2020, August,62
 Russia,2020, september,61
 Russia,2020, October,304
 Russia,2020, november,671
 Russia,2020, december,389
 Spain,2020, January,5157
 Spain,2020, February,4329
 Spain,2020, March,1765
 Spain,2020, April,4
 Spain,2020, May,2
 Spain,2020, June,10
 Spain,2020, July,28
 Spain,2020, August,46
 Spain,2020, september,65
 Spain,2020, October,100
 Spain,2020, november,101
 Spain,2020, december,134
Sweden,2020, January,3499
Sweden,2020, February,2880
Sweden,2020, March,973
Sweden,2020, April,0
Sweden,2020, May,0
Sweden,2020, June,4
Sweden,2020, July,9
Sweden,2020, August,44
Sweden,2020, september,25
Sweden,2020, October,53
Sweden,2020, november,59
Sweden,2020, december,76
 Netherlands,2020, January,3510
 Netherlands,2020, February,3206
 Netherlands,2020, March,1462
 Netherlands,2020, April,2
 Netherlands,2020, May,1
 Netherlands,2020, June,6
 Netherlands,2020, July,18
 Netherlands,2020, August,29
 Netherlands,2020, september,35
 Netherlands,2020, October,66
 Netherlands,2020, november,73
 Netherlands,2020, december,73
 Switzerland,2020, January,2489
 Switzerland,2020, February,2322
 Switzerland,2020, March,992
 Switzerland,2020, April,5
 Switzerland,2020, May,1
 Switzerland,2020, June,4
 Switzerland,2020, July,10
 Switzerland,2020, August,22
 Switzerland,2020, september,15
 Switzerland,2020, October,65
 Switzerland,2020, november,44
 Switzerland,2020, december,67
 Belgium,2020, January,1601
 Belgium,2020, February,1603
 Belgium,2020, March,688
 Belgium,2020, April,1
 Belgium,2020, May,0
 Belgium,2020, June,5
 Belgium,2020, July,4
 Belgium,2020, August,38
 Belgium,2020, september,9
 Belgium,2020, October,41
 Belgium,2020, november,38
 Belgium,2020, december,46
 Finland,2020, January,1918
 Finland,2020, February,1979
 Finland,2020, March,789
 Finland,2020, April,0
 Finland,2020, May,0
 Finland,2020, June,1
 Finland,2020, July,8
 Finland,2020, August,20
 Finland,2020, september,22
 Finland,2020, October,55
 Finland,2020, november,38
 Finland,2020, december,29
 Poland,2020, January,1889
 Poland,2020, February,1332
 Poland,2020, March,570
 Poland,2020, April,7
 Poland,2020, May,3
 Poland,2020, June,1
 Poland,2020, July,3
 Poland,2020, August,24
 Poland,2020, september,17
 Poland,2020, October,51
 Poland,2020, november,44
 Poland,2020, december,55
 Denmark,2020, January,1789
 Denmark,2020, February,2046
 Denmark,2020, March,803
 Denmark,2020, April,0
 Denmark,2020, May,1
 Denmark,2020, June,2
 Denmark,2020, July,6
 Denmark,2020, August,19
 Denmark,2020, september,17
 Denmark,2020, October,28
 Denmark,2020, november,39
 Denmark,2020, december,30
 Norway,2020, January,1526
 Norway,2020, February,1564
 Norway,2020, March,451
 Norway,2020, April,1
 Norway,2020, May,0
 Norway,2020, June,0
 Norway,2020, July,8
 Norway,2020, August,16
 Norway,2020, september,11
 Norway,2020, October,11
 Norway,2020, november,10
 Norway,2020, december,22
 Austria,2020, January,1473
 Austria,2020, February,1492
 Austria,2020, March,449
 Austria,2020, April,0
 Austria,2020, May,2
 Austria,2020, June,2
 Austria,2020, July,8
 Austria,2020, August,3
 Austria,2020, september,18
 Austria,2020, October,32
 Austria,2020, november,103
 Austria,2020, december,23
 Portugal,2020, January,1932
 Portugal,2020, February,899
 Portugal,2020, March,300
 Portugal,2020, April,0
 Portugal,2020, May,0
 Portugal,2020, June,0
 Portugal,2020, July,3
 Portugal,2020, August,7
 Portugal,2020, september,6
 Portugal,2020, October,14
 Portugal,2020, november,7
 Portugal,2020, december,11
 Ireland,2020, January,1656
 Ireland,2020, February,1115
 Ireland,2020, March,393
 Ireland,2020, April,1
 Ireland,2020, May,0
 Ireland,2020, June,1
 Ireland,2020, July,6
 Ireland,2020, August,22
 Ireland,2020, september,12
 Ireland,2020, October,15
 Ireland,2020, november,30
 Ireland,2020, december,19
 US,2020, January,117343
 US,2020, February,73373
 US,2020, March,22964
 US,2020, April,340
 US,2020, May,47
 US,2020, June,136
 US,2020, July,403
 US,2020, August,698
 US,2020, september,632
 US,2020, October,932
 US,2020, november,1091
 US,2020, december,1348
 Canada,2020, January,28931
 Canada,2020, February,17601
 Canada,2020, March,6149
 Canada,2020, April,47
 Canada,2020, May,5
 Canada,2020, June,17
 Canada,2020, July,30
 Canada,2020, August,81
 Canada,2020, september,69
 Canada,2020, October,118
 Canada,2020, november,134
 Canada,2020, december,183
 Mexico,2020, January,4641
 Mexico,2020, February,2968
 Mexico,2020, March,1691
 Mexico,2020, April,64
 Mexico,2020, May,1
 Mexico,2020, June,3
 Mexico,2020, July,2
 Mexico,2020, August,7
 Mexico,2020, september,11
 Mexico,2020, October,34
 Mexico,2020, november,57
 Mexico,2020, december,49
 Brazil,2020, January,3419
 Brazil,2020, February,2010
 Brazil,2020, March,995
 Brazil,2020, April,13
 Brazil,2020, May,2
 Brazil,2020, June,10
 Brazil,2020, July,17
 Brazil,2020, August,45
 Brazil,2020, september,42
 Brazil,2020, October,87
 Brazil,2020, november,151
 Brazil,2020, december,97
 Australia,2020, January,85314
 Australia,2020, February,48522
 Australia,2020, March,8767
 Australia,2020, April,50
 Australia,2020, May,2
 Australia,2020, June,11
 Australia,2020, July,45
 Australia,2020, August,90
 Australia,2020, september,88
 Australia,2020, October,200
 Australia,2020, november,255
 Australia,2020, december,164
 new zealand,2020, January,9328
 new zealand,2020, February,4901
 new zealand,2020, March,1351
 new zealand,2020, April,10
 new zealand,2020, May,4
 new zealand,2020, June,7
 new zealand,2020, July,16
 new zealand,2020, August,83
 new zealand,2020, september,57
 new zealand,2020, October,129
 new zealand,2020, november,100
 new zealand,2020, december,84
 South Korea,2021, January,2535
 South Korea,2021, February,910
 South Korea,2021, March,1956
 South Korea,2021, April,1076
 South Korea,2021, May,950
 South Korea,2021, June,835
 South Korea,2021, July,1808
 South Korea,2021, August,1647
 South Korea,2021, september,2224
 South Korea,2021, October,1921
 South Korea,2021, november,2021
 South Korea,2021, december,1064
 China,2021, January,10225
 China,2021, February,1747
 China,2021, March,3951
 China,2021, April,3271
 China,2021, May,1823
 China,2021, June,1973
 China,2021, July,3931
 China,2021, August,2396
 China,2021, september,3960
 China,2021, October,4009
 China,2021, november,3189
 China,2021, december,1764
 Taiwan,2021, January,592
 Taiwan,2021, February,423
 Taiwan,2021, March,552
 Taiwan,2021, April,405
 Taiwan,2021, May,327
 Taiwan,2021, June,300
 Taiwan,2021, July,549
 Taiwan,2021, August,387
 Taiwan,2021, september,390
 Taiwan,2021, October,425
 Taiwan,2021, november,390
 Taiwan,2021, december,276
 Hong Kong,2021, January,161
 Hong Kong,2021, February,39
 Hong Kong,2021, March,58
 Hong Kong,2021, April,59
 Hong Kong,2021, May,65
 Hong Kong,2021, June,53
 Hong Kong,2021, July,253
 Hong Kong,2021, August,123
 Hong Kong,2021, september,120
 Hong Kong,2021, October,144
 Hong Kong,2021, november,104
 Hong Kong,2021, december,73
 Thailand,2021, January,719
 Thailand,2021, February,92
 Thailand,2021, March,145
 Thailand,2021, April,154
 Thailand,2021, May,235
 Thailand,2021, June,139
 Thailand,2021, July,233
 Thailand,2021, August,272
 Thailand,2021, september,153
 Thailand,2021, October,195
 Thailand,2021, november,248
 Thailand,2021, december,173
 Singapore,2021, January,85
 Singapore,2021, February,48
 Singapore,2021, March,61
 Singapore,2021, April,40
 Singapore,2021, May,37
 Singapore,2021, June,40
 Singapore,2021, July,172
 Singapore,2021, August,92
 Singapore,2021, september,70
 Singapore,2021, October,66
 Singapore,2021, november,95
 Singapore,2021, december,51
Malaysia,2021, January,242
Malaysia,2021, February,72
Malaysia,2021, March,99
Malaysia,2021, April,95
Malaysia,2021, May,146
Malaysia,2021, June,106
Malaysia,2021, July,233
Malaysia,2021, August,182
Malaysia,2021, september,231
Malaysia,2021, October,237
Malaysia,2021, november,130
Malaysia,2021, december,58
 Indonesia,2021, January,922
 Indonesia,2021, February,184
 Indonesia,2021, March,263
 Indonesia,2021, April,198
 Indonesia,2021, May,305
 Indonesia,2021, June,472
 Indonesia,2021, July,360
 Indonesia,2021, August,583
 Indonesia,2021, september,518
 Indonesia,2021, October,454
 Indonesia,2021, november,688
 Indonesia,2021, december,262
 Philippines,2021, January,998
 Philippines,2021, February,236
 Philippines,2021, March,218
 Philippines,2021, April,212
 Philippines,2021, May,624
 Philippines,2021, June,392
 Philippines,2021, July,495
 Philippines,2021, August,360
 Philippines,2021, september,441
 Philippines,2021, October,867
 Philippines,2021, november,544
 Philippines,2021, december,238
 Vietnam,2021, January,20032
 Vietnam,2021, February,194
 Vietnam,2021, March,230
 Vietnam,2021, April,332
 Vietnam,2021, May,425
 Vietnam,2021, June,416
 Vietnam,2021, July,389
 Vietnam,2021, August,416
 Vietnam,2021, september,1012
 Vietnam,2021, October,995
 Vietnam,2021, november,1814
 Vietnam,2021, december,331
 India,2021, January,905
 India,2021, February,649
 India,2021, March,735
 India,2021, April,555
 India,2021, May,459
 India,2021, June,68
 India,2021, July,376
 India,2021, August,290
 India,2021, september,493
 India,2021, October,1487
 India,2021, november,1571
 India,2021, december,1243
 Israel,2021, January,23
 Israel,2021, February,2
 Israel,2021, March,6
 Israel,2021, April,12
 Israel,2021, May,18
 Israel,2021, June,25
 Israel,2021, July,304
 Israel,2021, August,149
 Israel,2021, september,13
 Israel,2021, October,35
 Israel,2021, november,20
 Israel,2021, december,12
 Türkiye,2021, January,38
 Türkiye,2021, February,15
 Türkiye,2021, March,33
 Türkiye,2021, April,18
 Türkiye,2021, May,23
 Türkiye,2021, June,42
 Türkiye,2021, July,360
 Türkiye,2021, August,324
 Türkiye,2021, september,96
 Türkiye,2021, October,109
 Türkiye,2021, november,69
 Türkiye,2021, december,34
 Macau,2021, January,14
 Macau,2021, February,2
 Macau,2021, March,5
 Macau,2021, April,3
 Macau,2021, May,2
 Macau,2021, June,4
 Macau,2021, July,6
 Macau,2021, August,5
 Macau,2021, september,5
 Macau,2021, October,4
 Macau,2021, november,3
 Macau,2021, december,1
 Mongolia,2021, January,4
 Mongolia,2021, February,26
 Mongolia,2021, March,71
 Mongolia,2021, April,23
 Mongolia,2021, May,139
 Mongolia,2021, June,160
 Mongolia,2021, July,178
 Mongolia,2021, August,149
 Mongolia,2021, september,181
 Mongolia,2021, October,321
 Mongolia,2021, november,287
 Mongolia,2021, december,146
 uk,2021, January,256
 uk,2021, February,73
 uk,2021, March,157
 uk,2021, April,185
 uk,2021, May,193
 uk,2021, June,338
 uk,2021, July,3420
 uk,2021, August,1307
 uk,2021, september,277
 uk,2021, October,360
 uk,2021, november,546
 uk,2021, december,182
 France,2021, January,554
 France,2021, February,79
 France,2021, March,87
 France,2021, April,123
 France,2021, May,209
 France,2021, June,195
 France,2021, July,2515
 France,2021, August,1802
 France,2021, september,484
 France,2021, October,423
 France,2021, november,349
 France,2021, december,204
 Germany,2021, January,351
 Germany,2021, February,52
 Germany,2021, March,79
 Germany,2021, April,139
 Germany,2021, May,217
 Germany,2021, June,183
 Germany,2021, July,2175
 Germany,2021, August,960
 Germany,2021, september,319
 Germany,2021, October,352
 Germany,2021, november,273
 Germany,2021, december,97
 Italy,2021, January,153
 Italy,2021, February,34
 Italy,2021, March,50
 Italy,2021, April,91
 Italy,2021, May,94
 Italy,2021, June,101
 Italy,2021, July,1728
 Italy,2021, August,597
 Italy,2021, september,220
 Italy,2021, October,228
 Italy,2021, november,158
 Italy,2021, december,73
 Russia,2021, January,204
 Russia,2021, February,90
 Russia,2021, March,92
 Russia,2021, April,132
 Russia,2021, May,160
 Russia,2021, June,145
 Russia,2021, July,1197
 Russia,2021, August,778
 Russia,2021, september,231
 Russia,2021, October,346
 Russia,2021, november,265
 Russia,2021, december,83
 Spain,2021, January,174
 Spain,2021, February,38
 Spain,2021, March,83
 Spain,2021, April,79
 Spain,2021, May,158
 Spain,2021, June,108
 Spain,2021, July,1433
 Spain,2021, August,575
 Spain,2021, september,126
 Spain,2021, October,130
 Spain,2021, november,87
 Spain,2021, december,62
Sweden,2021, January,73
Sweden,2021, February,9
Sweden,2021, March,6
Sweden,2021, April,20
Sweden,2021, May,18
Sweden,2021, June,16
Sweden,2021, July,570
Sweden,2021, August,206
Sweden,2021, september,62
Sweden,2021, October,62
Sweden,2021, november,44
Sweden,2021, december,26
 Netherlands,2021, January,63
 Netherlands,2021, February,19
 Netherlands,2021, March,24
 Netherlands,2021, April,33
 Netherlands,2021, May,44
 Netherlands,2021, June,44
 Netherlands,2021, July,1044
 Netherlands,2021, August,333
 Netherlands,2021, september,64
 Netherlands,2021, October,91
 Netherlands,2021, november,65
 Netherlands,2021, december,36
 Switzerland,2021, January,47
 Switzerland,2021, February,7
 Switzerland,2021, March,17
 Switzerland,2021, April,44
 Switzerland,2021, May,41
 Switzerland,2021, June,33
 Switzerland,2021, July,791
 Switzerland,2021, August,203
 Switzerland,2021, september,61
 Switzerland,2021, October,88
 Switzerland,2021, november,38
 Switzerland,2021, december,17
 Belgium,2021, January,49
 Belgium,2021, February,13
 Belgium,2021, March,16
 Belgium,2021, April,13
 Belgium,2021, May,23
 Belgium,2021, June,21
 Belgium,2021, July,610
 Belgium,2021, August,222
 Belgium,2021, september,42
 Belgium,2021, October,56
 Belgium,2021, november,35
 Belgium,2021, december,22
 Finland,2021, January,49
 Finland,2021, February,4
 Finland,2021, March,8
 Finland,2021, April,10
 Finland,2021, May,14
 Finland,2021, June,31
 Finland,2021, July,381
 Finland,2021, August,118
 Finland,2021, september,24
 Finland,2021, October,65
 Finland,2021, november,23
 Finland,2021, december,9
 Poland,2021, January,47
 Poland,2021, February,7
 Poland,2021, March,16
 Poland,2021, April,29
 Poland,2021, May,19
 Poland,2021, June,25
 Poland,2021, July,739
 Poland,2021, August,283
 Poland,2021, september,56
 Poland,2021, October,61
 Poland,2021, november,56
 Poland,2021, december,12
 Denmark,2021, January,35
 Denmark,2021, February,5
 Denmark,2021, March,17
 Denmark,2021, April,11
 Denmark,2021, May,17
 Denmark,2021, June,23
 Denmark,2021, July,404
 Denmark,2021, August,176
 Denmark,2021, september,26
 Denmark,2021, October,31
 Denmark,2021, november,35
 Denmark,2021, december,14
 Norway,2021, January,29
 Norway,2021, February,11
 Norway,2021, March,5
 Norway,2021, April,3
 Norway,2021, May,11
 Norway,2021, June,9
 Norway,2021, July,318
 Norway,2021, August,82
 Norway,2021, september,34
 Norway,2021, October,34
 Norway,2021, november,16
 Norway,2021, december,5
 Austria,2021, January,54
 Austria,2021, February,24
 Austria,2021, March,33
 Austria,2021, April,22
 Austria,2021, May,26
 Austria,2021, June,32
 Austria,2021, July,353
 Austria,2021, August,126
 Austria,2021, september,46
 Austria,2021, October,73
 Austria,2021, november,90
 Austria,2021, december,9
 Portugal,2021, January,32
 Portugal,2021, February,3
 Portugal,2021, March,7
 Portugal,2021, April,7
 Portugal,2021, May,21
 Portugal,2021, June,37
 Portugal,2021, July,410
 Portugal,2021, August,133
 Portugal,2021, september,23
 Portugal,2021, October,32
 Portugal,2021, november,16
 Portugal,2021, december,7
 Ireland,2021, January,25
 Ireland,2021, February,3
 Ireland,2021, March,10
 Ireland,2021, April,11
 Ireland,2021, May,24
 Ireland,2021, June,14
 Ireland,2021, July,419
 Ireland,2021, August,142
 Ireland,2021, september,38
 Ireland,2021, October,26
 Ireland,2021, november,80
 Ireland,2021, december,28
 US,2021, January,1206
 US,2021, February,367
 US,2021, March,550
 US,2021, April,583
 US,2021, May,958
 US,2021, June,1162
 US,2021, July,6139
 US,2021, August,2981
 US,2021, september,1657
 US,2021, October,2035
 US,2021, november,1432
 US,2021, december,956
 Canada,2021, January,125
 Canada,2021, February,22
 Canada,2021, March,48
 Canada,2021, April,105
 Canada,2021, May,63
 Canada,2021, June,110
 Canada,2021, July,1545
 Canada,2021, August,533
 Canada,2021, september,220
 Canada,2021, October,302
 Canada,2021, november,361
 Canada,2021, december,102
 Mexico,2021, January,56
 Mexico,2021, February,23
 Mexico,2021, March,23
 Mexico,2021, April,39
 Mexico,2021, May,37
 Mexico,2021, June,83
 Mexico,2021, July,477
 Mexico,2021, August,225
 Mexico,2021, september,24
 Mexico,2021, October,47
 Mexico,2021, november,51
 Mexico,2021, december,39
 Brazil,2021, January,254
 Brazil,2021, February,69
 Brazil,2021, March,38
 Brazil,2021, April,83
 Brazil,2021, May,86
 Brazil,2021, June,105
 Brazil,2021, July,1127
 Brazil,2021, August,568
 Brazil,2021, september,122
 Brazil,2021, October,131
 Brazil,2021, november,104
 Brazil,2021, december,44
 Australia,2021, January,106
 Australia,2021, February,33
 Australia,2021, March,47
 Australia,2021, April,95
 Australia,2021, May,85
 Australia,2021, June,116
 Australia,2021, July,1570
 Australia,2021, August,524
 Australia,2021, september,121
 Australia,2021, October,284
 Australia,2021, november,160
 Australia,2021, december,124
 new zealand,2021, January,41
 new zealand,2021, February,15
 new zealand,2021, March,23
 new zealand,2021, April,31
 new zealand,2021, May,29
 new zealand,2021, June,26
 new zealand,2021, July,700
 new zealand,2021, August,156
 new zealand,2021, september,111
 new zealand,2021, October,90
 new zealand,2021, november,125
 new zealand,2021, december,57
 South Korea,2022, January,1264
 South Korea,2022, February,913
 South Korea,2022, March,6694
 South Korea,2022, April,7699
 South Korea,2022, May,8805
 South Korea,2022, June,11168
 South Korea,2022, July,20384
 South Korea,2022, August,28515
 South Korea,2022, september,32764
 South Korea,2022, October,122959
 South Korea,2022, november,315421
 South Korea,2022, december,456165
 China,2022, January,1490
 China,2022, February,2359
 China,2022, March,9799
 China,2022, April,22371
 China,2022, May,17643
 China,2022, June,14657
 China,2022, July,14803
 China,2022, August,12332
 China,2022, september,17590
 China,2022, October,21498
 China,2022, november,21016
 China,2022, december,33567
 Taiwan,2022, January,492
 Taiwan,2022, February,601
 Taiwan,2022, March,2461
 Taiwan,2022, April,2838
 Taiwan,2022, May,1861
 Taiwan,2022, June,2416
 Taiwan,2022, July,3945
 Taiwan,2022, August,5007
 Taiwan,2022, september,6756
 Taiwan,2022, October,35028
 Taiwan,2022, november,99533
 Taiwan,2022, december,170159
 Hong Kong,2022, January,71
 Hong Kong,2022, February,70
 Hong Kong,2022, March,488
 Hong Kong,2022, April,1320
 Hong Kong,2022, May,744
 Hong Kong,2022, June,833
 Hong Kong,2022, July,1091
 Hong Kong,2022, August,1299
 Hong Kong,2022, september,2824
 Hong Kong,2022, October,36242
 Hong Kong,2022, november,82989
 Hong Kong,2022, december,141314
 Thailand,2022, January,356
 Thailand,2022, February,137
 Thailand,2022, March,2165
 Thailand,2022, April,3193
 Thailand,2022, May,2922
 Thailand,2022, June,2544
 Thailand,2022, July,4794
 Thailand,2022, August,5115
 Thailand,2022, september,7622
 Thailand,2022, October,34115
 Thailand,2022, november,52077
 Thailand,2022, december,82997
 Singapore,2022, January,72
 Singapore,2022, February,86
 Singapore,2022, March,294
 Singapore,2022, April,597
 Singapore,2022, May,1215
 Singapore,2022, June,1388
 Singapore,2022, July,1967
 Singapore,2022, August,1763
 Singapore,2022, september,2887
 Singapore,2022, October,14336
 Singapore,2022, november,40321
 Singapore,2022, december,67043
Malaysia,2022, January,171
Malaysia,2022, February,109
Malaysia,2022, March,569
Malaysia,2022, April,1094
Malaysia,2022, May,1636
Malaysia,2022, June,1165
Malaysia,2022, July,1616
Malaysia,2022, August,2248
Malaysia,2022, september,2967
Malaysia,2022, October,8773
Malaysia,2022, november,17519
Malaysia,2022, december,36228
 Indonesia,2022, January,484
 Indonesia,2022, February,539
 Indonesia,2022, March,5486
 Indonesia,2022, April,11666
 Indonesia,2022, May,8720
 Indonesia,2022, June,7041
 Indonesia,2022, July,7212
 Indonesia,2022, August,6933
 Indonesia,2022, september,9186
 Indonesia,2022, October,11085
 Indonesia,2022, november,16960
 Indonesia,2022, december,34411
 Philippines,2022, January,952
 Philippines,2022, February,952
 Philippines,2022, March,4211
 Philippines,2022, April,8485
 Philippines,2022, May,6699
 Philippines,2022, June,5935
 Philippines,2022, July,6888
 Philippines,2022, August,7824
 Philippines,2022, september,8479
 Philippines,2022, October,14775
 Philippines,2022, november,21689
 Philippines,2022, december,39953
 Vietnam,2022, January,424
 Vietnam,2022, February,2613
 Vietnam,2022, March,10096
 Vietnam,2022, April,29810
 Vietnam,2022, May,39040
 Vietnam,2022, June,22877
 Vietnam,2022, July,22738
 Vietnam,2022, August,33052
 Vietnam,2022, september,30871
 Vietnam,2022, October,30811
 Vietnam,2022, november,33584
 Vietnam,2022, december,28197
 India,2022, January,2058
 India,2022, February,1660
 India,2022, March,2279
 India,2022, April,3649
 India,2022, May,4501
 India,2022, June,3454
 India,2022, July,4178
 India,2022, August,5502
 India,2022, september,5223
 India,2022, October,6006
 India,2022, november,8357
 India,2022, december,7447
 Israel,2022, January,23
 Israel,2022, February,4
 Israel,2022, March,63
 Israel,2022, April,147
 Israel,2022, May,273
 Israel,2022, June,239
 Israel,2022, July,322
 Israel,2022, August,256
 Israel,2022, september,716
 Israel,2022, October,2065
 Israel,2022, november,2744
 Israel,2022, december,821
 Türkiye,2022, January,33
 Türkiye,2022, February,37
 Türkiye,2022, March,126
 Türkiye,2022, April,181
 Türkiye,2022, May,217
 Türkiye,2022, June,286
 Türkiye,2022, July,270
 Türkiye,2022, August,408
 Türkiye,2022, september,545
 Türkiye,2022, October,1205
 Türkiye,2022, november,1893
 Türkiye,2022, december,1928
 Macau,2022, January,5
 Macau,2022, February,3
 Macau,2022, March,9
